País de origen	Nationality	País de nacimiento	Five-year age group	Sex	Period	Total
Mali	Spanish 	Otros	Total	Females	2012	0
Mali	Spanish 	Otros	Total	Females	2011	""
Mali	Spanish 	Otros	Total	Females	2010	1
Mali	Spanish 	Otros	Total	Females	2009	""
Mali	Spanish 	Otros	Total	Females	2008	0
Mali	Extranjera	Spain	Total	Males	2019	7
Mali	Extranjera	Spain	Total	Males	2018	3
Mali	Extranjera	Spain	Total	Males	2017	4
Mali	Extranjera	Spain	Total	Males	2016	7
Mali	Extranjera	Spain	Total	Males	2015	9
Mali	Extranjera	Spain	Total	Males	2014	10
Mali	Extranjera	Spain	Total	Males	2013	9
Mali	Extranjera	Spain	Total	Males	2012	15
Mali	Extranjera	Spain	Total	Males	2011	10
Mali	Extranjera	Spain	Total	Males	2010	7
Mali	Extranjera	Spain	Total	Males	2009	7
Mali	Extranjera	Spain	Total	Males	2008	6
Mali	Extranjera	Spain	Total	Females	2019	1
Mali	Extranjera	Spain	Total	Females	2018	1
Mali	Extranjera	Spain	Total	Females	2017	3
Mali	Extranjera	Spain	Total	Females	2016	10
Mali	Extranjera	Spain	Total	Females	2015	14
Mali	Extranjera	Spain	Total	Females	2014	12
Mali	Extranjera	Spain	Total	Females	2013	9
Mali	Extranjera	Spain	Total	Females	2012	5
Mali	Extranjera	Spain	Total	Females	2011	9
Mali	Extranjera	Spain	Total	Females	2010	4
Mali	Extranjera	Spain	Total	Females	2009	5
Mali	Extranjera	Spain	Total	Females	2008	2
Mali	Extranjera	País de origen	Total	Males	2019	2,272
Mali	Extranjera	País de origen	Total	Males	2018	1,538
Mali	Extranjera	País de origen	Total	Males	2017	825
Mali	Extranjera	País de origen	Total	Males	2016	834
Mali	Extranjera	País de origen	Total	Males	2015	874
Mali	Extranjera	País de origen	Total	Males	2014	980
Mali	Extranjera	País de origen	Total	Males	2013	924
Mali	Extranjera	País de origen	Total	Males	2012	813
Mali	Extranjera	País de origen	Total	Males	2011	799
Mali	Extranjera	País de origen	Total	Males	2010	1,072
Mali	Extranjera	País de origen	Total	Males	2009	1,790
Mali	Extranjera	País de origen	Total	Males	2008	3,103
Mali	Extranjera	País de origen	Total	Females	2019	277
Mali	Extranjera	País de origen	Total	Females	2018	184
Mali	Extranjera	País de origen	Total	Females	2017	235
Mali	Extranjera	País de origen	Total	Females	2016	227
Mali	Extranjera	País de origen	Total	Females	2015	173
Mali	Extranjera	País de origen	Total	Females	2014	177
Mali	Extranjera	País de origen	Total	Females	2013	151
Mali	Extranjera	País de origen	Total	Females	2012	198
Mali	Extranjera	País de origen	Total	Females	2011	214
Mali	Extranjera	País de origen	Total	Females	2010	187
Mali	Extranjera	País de origen	Total	Females	2009	265
Mali	Extranjera	País de origen	Total	Females	2008	360
Mali	Extranjera	Otros	Total	Males	2019	23
Mali	Extranjera	Otros	Total	Males	2018	9
Mali	Extranjera	Otros	Total	Males	2017	11
Mali	Extranjera	Otros	Total	Males	2016	17
Mali	Extranjera	Otros	Total	Males	2015	14
Mali	Extranjera	Otros	Total	Males	2014	28
Mali	Extranjera	Otros	Total	Males	2013	20
Mali	Extranjera	Otros	Total	Males	2012	10
Mali	Extranjera	Otros	Total	Males	2011	7
Mali	Extranjera	Otros	Total	Males	2010	10
Mali	Extranjera	Otros	Total	Males	2009	10
Mali	Extranjera	Otros	Total	Males	2008	21
Mali	Extranjera	Otros	Total	Females	2019	6
Mali	Extranjera	Otros	Total	Females	2018	7
Mali	Extranjera	Otros	Total	Females	2017	3
Mali	Extranjera	Otros	Total	Females	2016	11
Mali	Extranjera	Otros	Total	Females	2015	2
Mali	Extranjera	Otros	Total	Females	2014	7
Mali	Extranjera	Otros	Total	Females	2013	4
Mali	Extranjera	Otros	Total	Females	2012	3
Mali	Extranjera	Otros	Total	Females	2011	3
Mali	Extranjera	Otros	Total	Females	2010	4
Mali	Extranjera	Otros	Total	Females	2009	4
Mali	Extranjera	Otros	Total	Females	2008	1
Morocco	Spanish 	Spain	Total	Males	2019	262
Morocco	Spanish 	Spain	Total	Males	2018	257
Morocco	Spanish 	Spain	Total	Males	2017	307
Morocco	Spanish 	Spain	Total	Males	2016	334
Morocco	Spanish 	Spain	Total	Males	2015	279
Morocco	Spanish 	Spain	Total	Males	2014	298
Morocco	Spanish 	Spain	Total	Males	2013	329
Morocco	Spanish 	Spain	Total	Males	2012	307
Morocco	Spanish 	Spain	Total	Males	2011	296
Morocco	Spanish 	Spain	Total	Males	2010	157
Morocco	Spanish 	Spain	Total	Males	2009	185
Morocco	Spanish 	Spain	Total	Males	2008	137
Morocco	Spanish 	Spain	Total	Females	2019	267
Morocco	Spanish 	Spain	Total	Females	2018	220
Morocco	Spanish 	Spain	Total	Females	2017	241
Morocco	Spanish 	Spain	Total	Females	2016	240
Morocco	Spanish 	Spain	Total	Females	2015	208
Morocco	Spanish 	Spain	Total	Females	2014	210
Morocco	Spanish 	Spain	Total	Females	2013	219
Morocco	Spanish 	Spain	Total	Females	2012	181
Morocco	Spanish 	Spain	Total	Females	2011	165
Morocco	Spanish 	Spain	Total	Females	2010	120
Morocco	Spanish 	Spain	Total	Females	2009	132
Morocco	Spanish 	Spain	Total	Females	2008	117
Morocco	Spanish 	País de origen	Total	Males	2019	733
Morocco	Spanish 	País de origen	Total	Males	2018	611
Morocco	Spanish 	País de origen	Total	Males	2017	512
Morocco	Spanish 	País de origen	Total	Males	2016	330
Morocco	Spanish 	País de origen	Total	Males	2015	297
Morocco	Spanish 	País de origen	Total	Males	2014	251
Morocco	Spanish 	País de origen	Total	Males	2013	191
Morocco	Spanish 	País de origen	Total	Males	2012	200
Morocco	Spanish 	País de origen	Total	Males	2011	161
Morocco	Spanish 	País de origen	Total	Males	2010	122
Morocco	Spanish 	País de origen	Total	Males	2009	144
Morocco	Spanish 	País de origen	Total	Males	2008	117
Morocco	Spanish 	País de origen	Total	Females	2019	598
Morocco	Spanish 	País de origen	Total	Females	2018	496
Morocco	Spanish 	País de origen	Total	Females	2017	420
Morocco	Spanish 	País de origen	Total	Females	2016	285
Morocco	Spanish 	País de origen	Total	Females	2015	281
Morocco	Spanish 	País de origen	Total	Females	2014	198
Morocco	Spanish 	País de origen	Total	Females	2013	177
Morocco	Spanish 	País de origen	Total	Females	2012	136
Morocco	Spanish 	País de origen	Total	Females	2011	163
Morocco	Spanish 	País de origen	Total	Females	2010	123
Morocco	Spanish 	País de origen	Total	Females	2009	90
Morocco	Spanish 	País de origen	Total	Females	2008	112
Morocco	Spanish 	Otros	Total	Males	2019	10
Morocco	Spanish 	Otros	Total	Males	2018	14
Morocco	Spanish 	Otros	Total	Males	2017	14
Morocco	Spanish 	Otros	Total	Males	2016	19
Morocco	Spanish 	Otros	Total	Males	2015	23
Morocco	Spanish 	Otros	Total	Males	2014	37
Morocco	Spanish 	Otros	Total	Males	2013	28
Morocco	Spanish 	Otros	Total	Males	2012	29
Morocco	Spanish 	Otros	Total	Males	2011	8
Morocco	Spanish 	Otros	Total	Males	2010	10
Morocco	Spanish 	Otros	Total	Males	2009	8
Morocco	Spanish 	Otros	Total	Males	2008	5
Morocco	Spanish 	Otros	Total	Females	2019	19
Morocco	Spanish 	Otros	Total	Females	2018	19
Morocco	Spanish 	Otros	Total	Females	2017	15
Morocco	Spanish 	Otros	Total	Females	2016	21
Morocco	Spanish 	Otros	Total	Females	2015	23
Morocco	Spanish 	Otros	Total	Females	2014	16
Morocco	Spanish 	Otros	Total	Females	2013	19
Morocco	Spanish 	Otros	Total	Females	2012	19
Morocco	Spanish 	Otros	Total	Females	2011	11
Morocco	Spanish 	Otros	Total	Females	2010	9
Morocco	Spanish 	Otros	Total	Females	2009	9
Morocco	Spanish 	Otros	Total	Females	2008	1
Morocco	Extranjera	Spain	Total	Males	2019	255
Morocco	Extranjera	Spain	Total	Males	2018	231
Morocco	Extranjera	Spain	Total	Males	2017	367
Morocco	Extranjera	Spain	Total	Males	2016	450
Morocco	Extranjera	Spain	Total	Males	2015	484
Morocco	Extranjera	Spain	Total	Males	2014	468
Morocco	Extranjera	Spain	Total	Males	2013	548
Morocco	Extranjera	Spain	Total	Males	2012	547
Morocco	Extranjera	Spain	Total	Males	2011	532
Morocco	Extranjera	Spain	Total	Males	2010	593
Morocco	Extranjera	Spain	Total	Males	2009	565
Morocco	Extranjera	Spain	Total	Males	2008	673
Morocco	Extranjera	Spain	Total	Females	2019	193
Morocco	Extranjera	Spain	Total	Females	2018	164
Morocco	Extranjera	Spain	Total	Females	2017	377
Morocco	Extranjera	Spain	Total	Females	2016	400
Morocco	Extranjera	Spain	Total	Females	2015	415
Morocco	Extranjera	Spain	Total	Females	2014	405
Morocco	Extranjera	Spain	Total	Females	2013	496
Morocco	Extranjera	Spain	Total	Females	2012	490
Morocco	Extranjera	Spain	Total	Females	2011	471
Morocco	Extranjera	Spain	Total	Females	2010	527
Morocco	Extranjera	Spain	Total	Females	2009	529
Morocco	Extranjera	Spain	Total	Females	2008	550
Morocco	Extranjera	País de origen	Total	Males	2019	42,659
Morocco	Extranjera	País de origen	Total	Males	2018	34,912
Morocco	Extranjera	País de origen	Total	Males	2017	21,505
Morocco	Extranjera	País de origen	Total	Males	2016	15,327
Morocco	Extranjera	País de origen	Total	Males	2015	11,862
Morocco	Extranjera	País de origen	Total	Males	2014	9,806
Morocco	Extranjera	País de origen	Total	Males	2013	9,839
Morocco	Extranjera	País de origen	Total	Males	2012	10,805
Morocco	Extranjera	País de origen	Total	Males	2011	13,548
Morocco	Extranjera	País de origen	Total	Males	2010	14,675
Morocco	Extranjera	País de origen	Total	Males	2009	20,453
Morocco	Extranjera	País de origen	Total	Males	2008	39,250
Morocco	Extranjera	País de origen	Total	Females	2019	27,724
Morocco	Extranjera	País de origen	Total	Females	2018	23,939
Morocco	Extranjera	País de origen	Total	Females	2017	16,159
Morocco	Extranjera	País de origen	Total	Females	2016	12,141
Morocco	Extranjera	País de origen	Total	Females	2015	9,787
Morocco	Extranjera	País de origen	Total	Females	2014	8,078
Morocco	Extranjera	País de origen	Total	Females	2013	8,678
Morocco	Extranjera	País de origen	Total	Females	2012	9,815
Morocco	Extranjera	País de origen	Total	Females	2011	12,630
Morocco	Extranjera	País de origen	Total	Females	2010	13,603
Morocco	Extranjera	País de origen	Total	Females	2009	20,988
Morocco	Extranjera	País de origen	Total	Females	2008	30,261
Morocco	Extranjera	Otros	Total	Males	2019	383
Morocco	Extranjera	Otros	Total	Males	2018	565
Morocco	Extranjera	Otros	Total	Males	2017	247
Morocco	Extranjera	Otros	Total	Males	2016	295
Morocco	Extranjera	Otros	Total	Males	2015	346
Morocco	Extranjera	Otros	Total	Males	2014	281
Morocco	Extranjera	Otros	Total	Males	2013	304
Morocco	Extranjera	Otros	Total	Males	2012	297
Morocco	Extranjera	Otros	Total	Males	2011	284
Morocco	Extranjera	Otros	Total	Males	2010	170
Morocco	Extranjera	Otros	Total	Males	2009	179
Morocco	Extranjera	Otros	Total	Males	2008	262
Morocco	Extranjera	Otros	Total	Females	2019	245
Morocco	Extranjera	Otros	Total	Females	2018	287
Morocco	Extranjera	Otros	Total	Females	2017	208
Morocco	Extranjera	Otros	Total	Females	2016	255
Morocco	Extranjera	Otros	Total	Females	2015	205
Morocco	Extranjera	Otros	Total	Females	2014	238
Morocco	Extranjera	Otros	Total	Females	2013	207
Morocco	Extranjera	Otros	Total	Females	2012	191
Morocco	Extranjera	Otros	Total	Females	2011	146
Morocco	Extranjera	Otros	Total	Females	2010	123
Morocco	Extranjera	Otros	Total	Females	2009	153
Morocco	Extranjera	Otros	Total	Females	2008	174
Mauritania	Spanish 	Spain	Total	Males	2019	19
Mauritania	Spanish 	Spain	Total	Males	2018	8
Mauritania	Spanish 	Spain	Total	Males	2017	14
Mauritania	Spanish 	Spain	Total	Males	2016	19
Mauritania	Spanish 	Spain	Total	Males	2015	18
Mauritania	Spanish 	Spain	Total	Males	2014	12
Mauritania	Spanish 	Spain	Total	Males	2013	18
Mauritania	Spanish 	Spain	Total	Males	2012	17
Mauritania	Spanish 	Spain	Total	Males	2011	10
Mauritania	Spanish 	Spain	Total	Males	2010	6
Mauritania	Spanish 	Spain	Total	Males	2009	10
Mauritania	Spanish 	Spain	Total	Males	2008	2
Mauritania	Spanish 	Spain	Total	Females	2019	7
Mauritania	Spanish 	Spain	Total	Females	2018	7
Mauritania	Spanish 	Spain	Total	Females	2017	6
Mauritania	Spanish 	Spain	Total	Females	2016	6
Mauritania	Spanish 	Spain	Total	Females	2015	12
Mauritania	Spanish 	Spain	Total	Females	2014	7
Mauritania	Spanish 	Spain	Total	Females	2013	15
Mauritania	Spanish 	Spain	Total	Females	2012	7
Mauritania	Spanish 	Spain	Total	Females	2011	7
Mauritania	Spanish 	Spain	Total	Females	2010	3
Mauritania	Spanish 	Spain	Total	Females	2009	7
Mauritania	Spanish 	Spain	Total	Females	2008	0
Mauritania	Spanish 	País de origen	Total	Males	2019	64
Mauritania	Spanish 	País de origen	Total	Males	2018	43
Mauritania	Spanish 	País de origen	Total	Males	2017	27
Mauritania	Spanish 	País de origen	Total	Males	2016	21
Mauritania	Spanish 	País de origen	Total	Males	2015	14
Mauritania	Spanish 	País de origen	Total	Males	2014	11
Mauritania	Spanish 	País de origen	Total	Males	2013	17
Mauritania	Spanish 	País de origen	Total	Males	2012	14
Mauritania	Spanish 	País de origen	Total	Males	2011	11
Mauritania	Spanish 	País de origen	Total	Males	2010	9
Mauritania	Spanish 	País de origen	Total	Males	2009	8
Mauritania	Spanish 	País de origen	Total	Males	2008	4
Mauritania	Spanish 	País de origen	Total	Females	2019	27
Mauritania	Spanish 	País de origen	Total	Females	2018	19
Mauritania	Spanish 	País de origen	Total	Females	2017	19
Mauritania	Spanish 	País de origen	Total	Females	2016	12
Mauritania	Spanish 	País de origen	Total	Females	2015	3
Mauritania	Spanish 	País de origen	Total	Females	2014	10
Mauritania	Spanish 	País de origen	Total	Females	2013	14
Mauritania	Spanish 	País de origen	Total	Females	2012	13
Mauritania	Spanish 	País de origen	Total	Females	2011	4
Mauritania	Spanish 	País de origen	Total	Females	2010	9
Mauritania	Spanish 	País de origen	Total	Females	2009	10
Mauritania	Spanish 	País de origen	Total	Females	2008	2
Mauritania	Spanish 	Otros	Total	Males	2019	2
Mauritania	Spanish 	Otros	Total	Males	2018	2
Mauritania	Spanish 	Otros	Total	Males	2017	2
Mauritania	Spanish 	Otros	Total	Males	2016	2
Mauritania	Spanish 	Otros	Total	Males	2015	3
Mauritania	Spanish 	Otros	Total	Males	2014	2
Mauritania	Spanish 	Otros	Total	Males	2013	2
Mauritania	Spanish 	Otros	Total	Males	2012	1
Mauritania	Spanish 	Otros	Total	Males	2011	""
Mauritania	Spanish 	Otros	Total	Males	2010	""
Mauritania	Spanish 	Otros	Total	Males	2009	1
Mauritania	Spanish 	Otros	Total	Males	2008	""
Mauritania	Spanish 	Otros	Total	Females	2019	0
Mauritania	Spanish 	Otros	Total	Females	2018	0
Mauritania	Spanish 	Otros	Total	Females	2017	0
Mauritania	Spanish 	Otros	Total	Females	2016	1
Mauritania	Spanish 	Otros	Total	Females	2015	1
Mauritania	Spanish 	Otros	Total	Females	2014	1
Mauritania	Spanish 	Otros	Total	Females	2013	3
Mauritania	Spanish 	Otros	Total	Females	2012	3
Mauritania	Spanish 	Otros	Total	Females	2011	1
Mauritania	Spanish 	Otros	Total	Females	2010	""
Mauritania	Spanish 	Otros	Total	Females	2009	""
Mauritania	Spanish 	Otros	Total	Females	2008	""
Mauritania	Extranjera	Spain	Total	Males	2019	6
Mauritania	Extranjera	Spain	Total	Males	2018	16
Mauritania	Extranjera	Spain	Total	Males	2017	14
Mauritania	Extranjera	Spain	Total	Males	2016	16
Mauritania	Extranjera	Spain	Total	Males	2015	19
Mauritania	Extranjera	Spain	Total	Males	2014	25
Mauritania	Extranjera	Spain	Total	Males	2013	20
Mauritania	Extranjera	Spain	Total	Males	2012	20
Mauritania	Extranjera	Spain	Total	Males	2011	15
Mauritania	Extranjera	Spain	Total	Males	2010	15
Mauritania	Extranjera	Spain	Total	Males	2009	12
Mauritania	Extranjera	Spain	Total	Males	2008	21
Mauritania	Extranjera	Spain	Total	Females	2019	4
Mauritania	Extranjera	Spain	Total	Females	2018	6
Mauritania	Extranjera	Spain	Total	Females	2017	13
Mauritania	Extranjera	Spain	Total	Females	2016	22
Mauritania	Extranjera	Spain	Total	Females	2015	24
Mauritania	Extranjera	Spain	Total	Females	2014	15
Mauritania	Extranjera	Spain	Total	Females	2013	14
Mauritania	Extranjera	Spain	Total	Females	2012	15
Mauritania	Extranjera	Spain	Total	Females	2011	19
Mauritania	Extranjera	Spain	Total	Females	2010	10
Mauritania	Extranjera	Spain	Total	Females	2009	9
Mauritania	Extranjera	Spain	Total	Females	2008	22
Mauritania	Extranjera	País de origen	Total	Males	2019	533
Mauritania	Extranjera	País de origen	Total	Males	2018	421
Mauritania	Extranjera	País de origen	Total	Males	2017	245
Mauritania	Extranjera	País de origen	Total	Males	2016	397
Mauritania	Extranjera	País de origen	Total	Males	2015	371
Mauritania	Extranjera	País de origen	Total	Males	2014	302
Mauritania	Extranjera	País de origen	Total	Males	2013	256
Mauritania	Extranjera	País de origen	Total	Males	2012	251
Mauritania	Extranjera	País de origen	Total	Males	2011	327
Mauritania	Extranjera	País de origen	Total	Males	2010	405
Mauritania	Extranjera	País de origen	Total	Males	2009	598
Mauritania	Extranjera	País de origen	Total	Males	2008	1,284
Mauritania	Extranjera	País de origen	Total	Females	2019	251
Mauritania	Extranjera	País de origen	Total	Females	2018	203
Mauritania	Extranjera	País de origen	Total	Females	2017	159
Mauritania	Extranjera	País de origen	Total	Females	2016	184
Mauritania	Extranjera	País de origen	Total	Females	2015	186
Mauritania	Extranjera	País de origen	Total	Females	2014	114
Mauritania	Extranjera	País de origen	Total	Females	2013	123
Mauritania	Extranjera	País de origen	Total	Females	2012	135
Mauritania	Extranjera	País de origen	Total	Females	2011	224
Mauritania	Extranjera	País de origen	Total	Females	2010	217
Mauritania	Extranjera	País de origen	Total	Females	2009	231
Mauritania	Extranjera	País de origen	Total	Females	2008	250
Mauritania	Extranjera	Otros	Total	Males	2019	12
Mauritania	Extranjera	Otros	Total	Males	2018	9
Mauritania	Extranjera	Otros	Total	Males	2017	3
Mauritania	Extranjera	Otros	Total	Males	2016	31
Mauritania	Extranjera	Otros	Total	Males	2015	12
Mauritania	Extranjera	Otros	Total	Males	2014	20
Mauritania	Extranjera	Otros	Total	Males	2013	12
Mauritania	Extranjera	Otros	Total	Males	2012	22
Mauritania	Extranjera	Otros	Total	Males	2011	7
Mauritania	Extranjera	Otros	Total	Males	2010	11
Mauritania	Extranjera	Otros	Total	Males	2009	8
Mauritania	Extranjera	Otros	Total	Males	2008	18
Mauritania	Extranjera	Otros	Total	Females	2019	5
Mauritania	Extranjera	Otros	Total	Females	2018	6
Mauritania	Extranjera	Otros	Total	Females	2017	8
Mauritania	Extranjera	Otros	Total	Females	2016	12
Mauritania	Extranjera	Otros	Total	Females	2015	13
Mauritania	Extranjera	Otros	Total	Females	2014	16
Mauritania	Extranjera	Otros	Total	Females	2013	8
Mauritania	Extranjera	Otros	Total	Females	2012	12
Mauritania	Extranjera	Otros	Total	Females	2011	4
Mauritania	Extranjera	Otros	Total	Females	2010	7
Mauritania	Extranjera	Otros	Total	Females	2009	6
Mauritania	Extranjera	Otros	Total	Females	2008	5
Nigeria	Spanish 	Spain	Total	Males	2019	12
Nigeria	Spanish 	Spain	Total	Males	2018	8
Nigeria	Spanish 	Spain	Total	Males	2017	18
Nigeria	Spanish 	Spain	Total	Males	2016	5
Nigeria	Spanish 	Spain	Total	Males	2015	11
Nigeria	Spanish 	Spain	Total	Males	2014	11
Nigeria	Spanish 	Spain	Total	Males	2013	5
Nigeria	Spanish 	Spain	Total	Males	2012	7
Nigeria	Spanish 	Spain	Total	Males	2011	10
Nigeria	Spanish 	Spain	Total	Males	2010	5
Nigeria	Spanish 	Spain	Total	Males	2009	2
Nigeria	Spanish 	Spain	Total	Males	2008	""
Nigeria	Spanish 	Spain	Total	Females	2019	9
Nigeria	Spanish 	Spain	Total	Females	2018	5
Nigeria	Spanish 	Spain	Total	Females	2017	4
Nigeria	Spanish 	Spain	Total	Females	2016	6
Nigeria	Spanish 	Spain	Total	Females	2015	4
Nigeria	Spanish 	Spain	Total	Females	2014	7
Nigeria	Spanish 	Spain	Total	Females	2013	2
Nigeria	Spanish 	Spain	Total	Females	2012	4
Nigeria	Spanish 	Spain	Total	Females	2011	6
Nigeria	Spanish 	Spain	Total	Females	2010	5
Nigeria	Spanish 	Spain	Total	Females	2009	3
Nigeria	Spanish 	Spain	Total	Females	2008	""
Nigeria	Spanish 	País de origen	Total	Males	2019	7
Nigeria	Spanish 	País de origen	Total	Males	2018	15
Nigeria	Spanish 	País de origen	Total	Males	2017	8
Nigeria	Spanish 	País de origen	Total	Males	2016	2
Nigeria	Spanish 	País de origen	Total	Males	2015	0
Nigeria	Spanish 	País de origen	Total	Males	2014	4
Nigeria	Spanish 	País de origen	Total	Males	2013	8
Nigeria	Spanish 	País de origen	Total	Males	2012	2
Nigeria	Spanish 	País de origen	Total	Males	2011	2
Nigeria	Spanish 	País de origen	Total	Males	2010	5
Nigeria	Spanish 	País de origen	Total	Males	2009	1
Nigeria	Spanish 	País de origen	Total	Males	2008	1
Nigeria	Spanish 	País de origen	Total	Females	2019	2
Nigeria	Spanish 	País de origen	Total	Females	2018	11
Nigeria	Spanish 	País de origen	Total	Females	2017	16
Nigeria	Spanish 	País de origen	Total	Females	2016	2
Nigeria	Spanish 	País de origen	Total	Females	2015	2
Nigeria	Spanish 	País de origen	Total	Females	2014	4
Nigeria	Spanish 	País de origen	Total	Females	2013	5
Nigeria	Spanish 	País de origen	Total	Females	2012	8
Nigeria	Spanish 	País de origen	Total	Females	2011	3
Nigeria	Spanish 	País de origen	Total	Females	2010	2
Nigeria	Spanish 	País de origen	Total	Females	2009	2
Nigeria	Spanish 	País de origen	Total	Females	2008	1
Nigeria	Spanish 	Otros	Total	Males	2019	1
Nigeria	Spanish 	Otros	Total	Males	2018	1
Nigeria	Spanish 	Otros	Total	Males	2017	1
Nigeria	Spanish 	Otros	Total	Males	2016	2
Nigeria	Spanish 	Otros	Total	Males	2015	2
Nigeria	Spanish 	Otros	Total	Males	2014	2
Nigeria	Spanish 	Otros	Total	Males	2013	1
Nigeria	Spanish 	Otros	Total	Males	2012	0
Nigeria	Spanish 	Otros	Total	Males	2011	1
Nigeria	Spanish 	Otros	Total	Males	2010	2
Nigeria	Spanish 	Otros	Total	Males	2009	""
Nigeria	Spanish 	Otros	Total	Males	2008	""
Nigeria	Spanish 	Otros	Total	Females	2019	0
Nigeria	Spanish 	Otros	Total	Females	2018	0
Nigeria	Spanish 	Otros	Total	Females	2017	1
Nigeria	Spanish 	Otros	Total	Females	2016	1
Nigeria	Spanish 	Otros	Total	Females	2015	0
Nigeria	Spanish 	Otros	Total	Females	2014	4
Nigeria	Spanish 	Otros	Total	Females	2013	1
Nigeria	Spanish 	Otros	Total	Females	2012	1
Nigeria	Spanish 	Otros	Total	Females	2011	1
Nigeria	Spanish 	Otros	Total	Females	2010	2
Nigeria	Spanish 	Otros	Total	Females	2009	1
Nigeria	Spanish 	Otros	Total	Females	2008	0
Nigeria	Extranjera	Spain	Total	Males	2019	10
Nigeria	Extranjera	Spain	Total	Males	2018	3
Nigeria	Extranjera	Spain	Total	Males	2017	10
Nigeria	Extranjera	Spain	Total	Males	2016	30
Nigeria	Extranjera	Spain	Total	Males	2015	33
Nigeria	Extranjera	Spain	Total	Males	2014	45
Nigeria	Extranjera	Spain	Total	Males	2013	41
Nigeria	Extranjera	Spain	Total	Males	2012	27
Nigeria	Extranjera	Spain	Total	Males	2011	42
Nigeria	Extranjera	Spain	Total	Males	2010	44
Nigeria	Extranjera	Spain	Total	Males	2009	34
Nigeria	Extranjera	Spain	Total	Males	2008	41
Nigeria	Extranjera	Spain	Total	Females	2019	4
Nigeria	Extranjera	Spain	Total	Females	2018	0
Nigeria	Extranjera	Spain	Total	Females	2017	15
Nigeria	Extranjera	Spain	Total	Females	2016	35
Nigeria	Extranjera	Spain	Total	Females	2015	25
Nigeria	Extranjera	Spain	Total	Females	2014	34
Nigeria	Extranjera	Spain	Total	Females	2013	22
Nigeria	Extranjera	Spain	Total	Females	2012	33
Nigeria	Extranjera	Spain	Total	Females	2011	29
Nigeria	Extranjera	Spain	Total	Females	2010	34
Nigeria	Extranjera	Spain	Total	Females	2009	23
Nigeria	Extranjera	Spain	Total	Females	2008	21
Nigeria	Extranjera	País de origen	Total	Males	2019	873
Nigeria	Extranjera	País de origen	Total	Males	2018	795
Nigeria	Extranjera	País de origen	Total	Males	2017	662
Nigeria	Extranjera	País de origen	Total	Males	2016	560
Nigeria	Extranjera	País de origen	Total	Males	2015	609
Nigeria	Extranjera	País de origen	Total	Males	2014	639
Nigeria	Extranjera	País de origen	Total	Males	2013	798
Nigeria	Extranjera	País de origen	Total	Males	2012	976
Nigeria	Extranjera	País de origen	Total	Males	2011	1,189
Nigeria	Extranjera	País de origen	Total	Males	2010	1,401
Nigeria	Extranjera	País de origen	Total	Males	2009	1,734
Nigeria	Extranjera	País de origen	Total	Males	2008	2,933
Nigeria	Extranjera	País de origen	Total	Females	2019	537
Nigeria	Extranjera	País de origen	Total	Females	2018	631
Nigeria	Extranjera	País de origen	Total	Females	2017	646
Nigeria	Extranjera	País de origen	Total	Females	2016	490
Nigeria	Extranjera	País de origen	Total	Females	2015	438
Nigeria	Extranjera	País de origen	Total	Females	2014	404
Nigeria	Extranjera	País de origen	Total	Females	2013	475
Nigeria	Extranjera	País de origen	Total	Females	2012	555
Nigeria	Extranjera	País de origen	Total	Females	2011	779
Nigeria	Extranjera	País de origen	Total	Females	2010	880
Nigeria	Extranjera	País de origen	Total	Females	2009	1,067
Nigeria	Extranjera	País de origen	Total	Females	2008	1,665
Nigeria	Extranjera	Otros	Total	Males	2019	21
Nigeria	Extranjera	Otros	Total	Males	2018	18
Nigeria	Extranjera	Otros	Total	Males	2017	11
Nigeria	Extranjera	Otros	Total	Males	2016	32
Nigeria	Extranjera	Otros	Total	Males	2015	30
Nigeria	Extranjera	Otros	Total	Males	2014	21
Nigeria	Extranjera	Otros	Total	Males	2013	28
Nigeria	Extranjera	Otros	Total	Males	2012	32
Nigeria	Extranjera	Otros	Total	Males	2011	22
Nigeria	Extranjera	Otros	Total	Males	2010	18
Nigeria	Extranjera	Otros	Total	Males	2009	17
Nigeria	Extranjera	Otros	Total	Males	2008	39
Nigeria	Extranjera	Otros	Total	Females	2019	20
Nigeria	Extranjera	Otros	Total	Females	2018	26
Nigeria	Extranjera	Otros	Total	Females	2017	8
Nigeria	Extranjera	Otros	Total	Females	2016	23
Nigeria	Extranjera	Otros	Total	Females	2015	21
Nigeria	Extranjera	Otros	Total	Females	2014	25
Nigeria	Extranjera	Otros	Total	Females	2013	17
Nigeria	Extranjera	Otros	Total	Females	2012	13
Nigeria	Extranjera	Otros	Total	Females	2011	12
Nigeria	Extranjera	Otros	Total	Females	2010	18
Nigeria	Extranjera	Otros	Total	Females	2009	20
Nigeria	Extranjera	Otros	Total	Females	2008	25
Senegal	Spanish 	Spain	Total	Males	2019	18
Senegal	Spanish 	Spain	Total	Males	2018	27
Senegal	Spanish 	Spain	Total	Males	2017	32
Senegal	Spanish 	Spain	Total	Males	2016	26
Senegal	Spanish 	Spain	Total	Males	2015	23
Senegal	Spanish 	Spain	Total	Males	2014	23
Senegal	Spanish 	Spain	Total	Males	2013	22
Senegal	Spanish 	Spain	Total	Males	2012	22
Senegal	Spanish 	Spain	Total	Males	2011	24
Senegal	Spanish 	Spain	Total	Males	2010	15
